start_date,end_date,id,name,version,standard_altitude,yaw_correction,pointing_altitudes,xml_file,description_short,description_long
2024-01-30 00:00:00,2024-01-30 23:59:56,1109,CROPFA,02,92500,False,[],STP-MTS-1109_24013024012302CROPFA.xml,,[]
2024-01-31 00:00:00,2024-01-31 23:59:56,1109,CROPFA,02,92500,False,[],STP-MTS-1109_24013124012302CROPFA.xml,,[]
2024-02-01 01:52:00,2024-02-01 02:22:00,3204,RAD1,01,-1,False,[-1],STP-MTS-3204_24020124012301RAD1.xml,,[]
2024-02-01 04:51:00,2024-02-01 05:21:00,3204,RAD2,01,-1,False,[-1],STP-MTS-3204_24020124012301RAD2.xml,,[]
2024-02-01 09:00:00,2024-02-01 09:30:00,3204,RAD3,01,-1,False,[-1],STP-MTS-3204_24020124012301RAD3.xml,,[]
2024-02-01 15:03:00,2024-02-01 15:33:00,3204,RAD4,01,-1,False,[-1],STP-MTS-3204_24020124012301RAD4.xml,,[]
2024-02-01 16:53:00,2024-02-01 17:23:00,3204,RAD5,01,-1,False,[-1],STP-MTS-3204_24020124012301RAD5.xml,,[]
2024-02-02 00:00:00,2024-02-02 23:59:56,1109,CROPFA,02,92500,False,[],STP-MTS-1109_24020224012302CROPFA.xml,,[]
2024-02-03 00:00:00,2024-02-03 23:59:56,1109,CROPFA,02,92500,False,[],STP-MTS-1109_24020324012302CROPFA.xml,,[]
2024-02-04 05:06:00,2024-02-04 05:36:00,3204,RAD6,01,-1,False,[-1],STP-MTS-3204_24020424012301RAD6.xml,,[]
2024-02-04 09:15:00,2024-02-04 09:45:00,3204,RAD7,01,-1,False,[-1],STP-MTS-3204_24020424012301RAD7.xml,,[]
2024-02-04 17:08:00,2024-02-04 17:38:00,3204,RAD8,01,-1,False,[-1],STP-MTS-3204_24020424012301RAD8.xml,,[]
2024-02-04 21:01:00,2024-02-04 21:31:00,3204,RAD9,01,-1,False,[-1],STP-MTS-3204_24020424012301RAD9.xml,,[]
2024-02-05 00:00:00,2024-02-05 23:59:56,1109,CROPFA,02,92500,False,[],STP-MTS-1109_24020524012302CROPFA.xml,,[]
2024-02-06 00:00:00,2024-02-06 23:59:56,1109,CROPFA,02,92500,False,[],STP-MTS-1109_24020624012302CROPFA.xml,,[]
2024-02-07 00:45:00,2024-02-07 01:15:00,3204,RAD10,01,-1,False,[-1],STP-MTS-3204_24020724012301RAD10.xml,,[]
2024-02-07 09:29:00,2024-02-07 09:59:00,3204,RAD11,01,-1,False,[-1],STP-MTS-3204_24020724012301RAD11.xml,,[]
2024-02-07 13:56:00,2024-02-07 14:26:00,3204,RAD12,01,-1,False,[-1],STP-MTS-3204_24020724012301RAD12.xml,,[]
2024-02-07 21:15:00,2024-02-07 21:45:00,3204,RAD13,01,-1,False,[-1],STP-MTS-3204_24020724012301RAD13.xml,,[]
2024-02-08 00:00:00,2024-02-08 23:59:56,1109,CROPFA,02,92500,False,[],STP-MTS-1109_24020824012302CROPFA.xml,,[]
