start_date,end_date,id,name,version,standard_altitude,yaw_correction,pointing_altitudes,xml_file,description_short,description_long
2024-02-09 00:54:00,2024-02-09 01:24:00,3204,RAD1,01,-1,False,[-1],STP-MTS-3204_24020924020501RAD1.xml,,[]
2024-02-09 14:06:00,2024-02-09 14:36:00,3204,RAD2,01,-1,False,[-1],STP-MTS-3204_24020924020501RAD2.xml,,[]
2024-02-09 15:56:00,2024-02-09 16:26:00,3204,RAD3,01,-1,False,[-1],STP-MTS-3204_24020924020501RAD3.xml,,[]
2024-02-09 21:25:00,2024-02-09 21:55:00,3204,RAD4,01,-1,False,[-1],STP-MTS-3204_24020924020501RAD4.xml,,[]
2024-02-10 00:00:00,2024-02-10 23:56:56,1109,CROPFA,02,92500,False,[],STP-MTS-1109_24021024020502CROPFA.xml,,[]
2024-02-12 01:09:00,2024-02-12 01:39:00,3204,RAD5,01,-1,False,[-1],STP-MTS-3204_24021224020501RAD5.xml,,[]
2024-02-12 04:08:00,2024-02-12 04:38:00,3204,RAD6,01,-1,False,[-1],STP-MTS-3204_24021224020501RAD6.xml,,[]
2024-02-12 08:17:00,2024-02-12 08:47:00,3204,RAD7,01,-1,False,[-1],STP-MTS-3204_24021224020501RAD7.xml,,[]
2024-02-12 14:21:00,2024-02-12 14:51:00,3204,RAD8,01,-1,False,[-1],STP-MTS-3204_24021224020501RAD8.xml,,[]
2024-02-12 16:10:00,2024-02-12 16:40:00,3204,RAD9,01,-1,False,[-1],STP-MTS-3204_24021224020501RAD9.xml,,[]
2024-02-12 21:40:00,2024-02-12 22:10:00,3204,RAD10,01,-1,False,[-1],STP-MTS-3204_24021224020501RAD10.xml,,[]
2024-02-13 00:00:00,2024-02-13 23:59:56,1109,CROPFA,02,92500,False,[],STP-MTS-1109_24021324020502CROPFA.xml,,[]
2024-02-15 01:23:00,2024-02-15 01:53:00,3204,RAD11,01,-1,False,[-1],STP-MTS-3204_24021524020501RAD11.xml,,[]
2024-02-15 04:23:00,2024-02-15 04:53:00,3204,RAD12,01,-1,False,[-1],STP-MTS-3204_24021524020501RAD12.xml,,[]
2024-02-15 08:32:00,2024-02-15 09:02:00,3204,RAD13,01,-1,False,[-1],STP-MTS-3204_24021524020501RAD13.xml,,[]
2024-02-15 14:35:00,2024-02-15 15:05:00,3204,RAD14,01,-1,False,[-1],STP-MTS-3204_24021524020501RAD14.xml,,[]
2024-02-15 16:25:00,2024-02-15 16:55:00,3204,RAD15,01,-1,False,[-1],STP-MTS-3204_24021524020501RAD15.xml,,[]
2024-02-15 21:54:00,2024-02-15 22:24:00,3204,RAD16,01,-1,False,[-1],STP-MTS-3204_24021524020501RAD16.xml,,[]
2024-02-16 00:00:00,2024-02-16 23:59:56,1109,CROPFA,02,92500,False,[],STP-MTS-1109_24021624020502CROPFA.xml,,[]
