start_date,end_date,id,name,version,standard_altitude,yaw_correction,pointing_altitudes,xml_file,description_short,description_long
2023-08-31 05:11:00,2023-08-31 05:41:00,3204,RAD1,01,-1,False,[-1],STP-MTS-3204_23083123082801RAD1.xml,,[]
2023-08-31 09:20:00,2023-08-31 09:50:00,3204,RAD2,01,-1,False,[-1],STP-MTS-3204_23083123082801RAD2.xml,,[]
2023-08-31 17:13:00,2023-08-31 17:43:00,3204,RAD3,01,-1,False,[-1],STP-MTS-3204_23083123082801RAD3.xml,,[]
2023-08-31 21:07:00,2023-08-31 21:37:00,3204,RAD4,01,-1,False,[-1],STP-MTS-3204_23083123082801RAD4.xml,,[]
2023-09-01 05:17:00,2023-09-01 05:47:00,3204,RAD5,01,-1,False,[-1],STP-MTS-3204_23090123082801RAD5.xml,,[]
2023-09-01 09:26:00,2023-09-01 09:56:00,3204,RAD6,01,-1,False,[-1],STP-MTS-3204_23090123082801RAD6.xml,,[]
2023-09-01 17:19:00,2023-09-01 17:49:00,3204,RAD7,01,-1,False,[-1],STP-MTS-3204_23090123082801RAD7.xml,,[]
2023-09-01 21:13:00,2023-09-01 21:43:00,3204,RAD8,01,-1,False,[-1],STP-MTS-3204_23090123082801RAD8.xml,,[]
2023-09-02 00:47:00,2023-09-02 01:17:00,3204,RAD9,01,-1,False,[-1],STP-MTS-3204_23090223082801RAD9.xml,,[]
2023-09-02 09:32:00,2023-09-02 10:02:00,3204,RAD10,01,-1,False,[-1],STP-MTS-3204_23090223082801RAD10.xml,,[]
2023-09-02 13:59:00,2023-09-02 14:29:00,3204,RAD11,01,-1,False,[-1],STP-MTS-3204_23090223082801RAD11.xml,,[]
2023-09-02 21:19:00,2023-09-02 21:49:00,3204,RAD12,01,-1,False,[-1],STP-MTS-3204_23090223082801RAD12.xml,,[]
2023-09-03 00:53:00,2023-09-03 01:23:00,3204,RAD13,01,-1,False,[-1],STP-MTS-3204_23090323082801RAD13.xml,,[]
2023-09-03 09:38:00,2023-09-03 10:08:00,3204,RAD14,01,-1,False,[-1],STP-MTS-3204_23090323082801RAD14.xml,,[]
2023-09-03 14:06:00,2023-09-03 14:36:00,3204,RAD15,01,-1,False,[-1],STP-MTS-3204_23090323082801RAD15.xml,,[]
2023-09-03 21:25:00,2023-09-03 21:55:00,3204,RAD16,01,-1,False,[-1],STP-MTS-3204_23090323082801RAD16.xml,,[]
2023-09-04 00:59:00,2023-09-04 16:31:00,3204,RAD17,01,-1,False,[-1],STP-MTS-3204_23090423082801RAD17.xml,,[]
2023-09-04 21:31:00,2023-09-04 22:01:00,3204,RAD18,01,-1,False,[-1],STP-MTS-3204_23090423082801RAD18.xml,,[]
2023-09-05 01:06:00,2023-09-05 16:37:00,3204,RAD19,01,-1,False,[-1],STP-MTS-3204_23090523082801RAD19.xml,,[]
2023-09-05 21:37:00,2023-09-05 22:07:00,3204,RAD20,01,-1,False,[-1],STP-MTS-3204_23090523082801RAD20.xml,,[]
2023-09-06 01:12:00,2023-09-06 16:44:00,3204,RAD21,01,-1,False,[-1],STP-MTS-3204_23090623082801RAD21.xml,,[]
