date,texpms,ccdsel
2023-09-10 01:51:00,"[15000, 15000]","[1, 2, 4, 8, 16, 32]"
2023-09-10 04:50:00,"[15000, 15000]","[1, 2, 4, 8, 16, 32]"
2023-09-10 09:00:00,"[3000, 3000]","[1, 2, 4, 8, 16, 32]"
2023-09-10 15:03:00,"[15000, 15000]","[1, 2, 4, 8, 16, 32]"
2023-09-10 16:53:00,"[15000, 15000]","[1, 2, 4, 8, 16, 32]"
2023-09-10 22:23:00,"[3000, 3000]","[1, 2, 4, 8, 16, 32]"
2023-09-11 01:57:00,"[15000, 15000]","[1, 2, 4, 8, 16, 32]"
2023-09-11 04:56:00,"[15000, 15000]","[1, 2, 4, 8, 16, 32]"
2023-09-11 09:06:00,"[3000, 3000]","[1, 2, 4, 8, 16, 32]"
2023-09-11 15:09:00,"[15000, 15000]","[1, 2, 4, 8, 16, 32]"
2023-09-11 16:59:00,"[15000, 15000]","[1, 2, 4, 8, 16, 32]"
2023-09-11 22:29:00,"[3000, 3000]","[1, 2, 4, 8, 16, 32]"
2023-09-12 02:03:00,"[15000, 15000]","[1, 2, 4, 8, 16, 32]"
2023-09-12 05:03:00,"[15000, 15000]","[1, 2, 4, 8, 16, 32]"
2023-09-12 09:12:00,"[3000, 3000]","[1, 2, 4, 8, 16, 32]"
2023-09-12 15:15:00,"[15000, 15000]","[1, 2, 4, 8, 16, 32]"
2023-09-12 17:05:00,"[15000, 15000]","[1, 2, 4, 8, 16, 32]"
2023-09-13 02:09:00,"[15000, 15000]","[1, 2, 4, 8, 16, 32]"
2023-09-13 05:09:00,"[15000, 15000]","[1, 2, 4, 8, 16, 32]"
2023-09-13 09:18:00,"[3000, 3000]","[1, 2, 4, 8, 16, 32]"
2023-09-13 15:22:00,"[15000, 15000]","[1, 2, 4, 8, 16, 32]"
2023-09-13 17:12:00,"[15000, 15000]","[1, 2, 4, 8, 16, 32]"
2023-09-14 02:15:00,"[15000, 15000]","[1, 2, 4, 8, 16, 32]"
2023-09-14 05:15:00,"[15000, 15000]","[1, 2, 4, 8, 16, 32]"
2023-09-14 09:24:00,"[3000, 3000]","[1, 2, 4, 8, 16, 32]"
2023-09-14 15:28:00,"[15000, 15000]","[1, 2, 4, 8, 16, 32]"
2023-09-14 17:18:00,"[15000, 15000]","[1, 2, 4, 8, 16, 32]"
2023-09-15 05:21:00,"[15000, 15000]","[1, 2, 4, 8, 16, 32]"
2023-09-15 09:30:00,"[3000, 3000]","[1, 2, 4, 8, 16, 32]"
2023-09-15 15:33:00,"[15000, 15000]","[1, 2, 4, 8, 16, 32]"
2023-09-15 17:23:00,"[15000, 15000]","[1, 2, 4, 8, 16, 32]"
2023-09-15 21:17:00,"[3000, 3000]","[1, 2, 4, 8, 16, 32]"
2023-09-16 05:27:00,"[15000, 15000]","[1, 2, 4, 8, 16, 32]"
2023-09-16 09:36:00,"[3000, 3000]","[1, 2, 4, 8, 16, 32]"
2023-09-16 17:30:00,"[15000, 15000]","[1, 2, 4, 8, 16, 32]"
2023-09-16 21:23:00,"[3000, 3000]","[1, 2, 4, 8, 16, 32]"
2023-09-17 00:58:00,"[15000, 15000]","[1, 2, 4, 8, 16, 32]"
2023-09-17 05:33:00,"[15000, 15000]","[1, 2, 4, 8, 16, 32]"
2023-09-17 09:42:00,"[3000, 3000]","[1, 2, 4, 8, 16, 32]"
2023-09-17 14:10:00,"[15000, 15000]","[1, 2, 4, 8, 16, 32]"
2023-09-17 17:35:00,"[15000, 15000]","[1, 2, 4, 8, 16, 32]"
2023-09-17 21:29:00,"[3000, 3000]","[1, 2, 4, 8, 16, 32]"
2023-09-18 01:03:00,"[15000, 15000]","[1, 2, 4, 8, 16, 32]"
2023-09-18 09:48:00,"[3000, 3000]","[1, 2, 4, 8, 16, 32]"
2023-09-18 14:15:00,"[15000, 15000]","[1, 2, 4, 8, 16, 32]"
2023-09-18 21:35:00,"[3000, 3000]","[1, 2, 4, 8, 16, 32]"
2023-09-19 01:09:00,"[15000, 15000]","[1, 2, 4, 8, 16, 32]"
2023-09-19 09:54:00,"[3000, 3000]","[1, 2, 4, 8, 16, 32]"
2023-09-19 14:22:00,"[15000, 15000]","[1, 2, 4, 8, 16, 32]"
2023-09-19 21:41:00,"[3000, 3000]","[1, 2, 4, 8, 16, 32]"
