start_date,end_date,id,name,version,standard_altitude,yaw_correction,pointing_altitudes,xml_file,description_short,description_long
2023-10-06 00:00:00,2023-10-06 01:59:56,3040,STARALL,12,-1,False,[87500],STP-MTS-3040_23100623100312STARALL.xml,,['31681']
2023-10-06 04:00:00,2023-10-06 05:59:56,3040,STARALL1,12,-1,False,[87500],STP-MTS-3040_23100623100312STARALL1.xml,,['31681']
2023-10-06 06:00:00,2023-10-06 07:59:56,3040,STARALL2,12,-1,False,[87500],STP-MTS-3040_23100623100312STARALL2.xml,,['31681']
2023-10-08 01:10:00,2023-10-08 16:42:00,3204,RAD1,01,-1,False,[-1],STP-MTS-3204_23100823100301RAD1.xml,,[]
2023-10-08 21:41:00,2023-10-08 22:11:00,3204,RAD2,01,-1,False,[-1],STP-MTS-3204_23100823100301RAD2.xml,,[]
2023-10-09 01:16:00,2023-10-09 04:45:00,3204,RAD3,01,-1,False,[-1],STP-MTS-3204_23100923100301RAD3.xml,,[]
2023-10-09 08:24:00,2023-10-09 08:54:00,3204,RAD4,01,-1,False,[-1],STP-MTS-3204_23100923100301RAD4.xml,,[]
2023-10-09 14:28:00,2023-10-09 16:48:00,3204,RAD5,01,-1,False,[-1],STP-MTS-3204_23100923100301RAD5.xml,,[]
2023-10-09 21:47:00,2023-10-09 22:17:00,3204,RAD6,01,-1,False,[-1],STP-MTS-3204_23100923100301RAD6.xml,,[]
2023-10-10 01:21:00,2023-10-10 04:51:00,3204,RAD7,01,-1,False,[-1],STP-MTS-3204_23101023100301RAD7.xml,,[]
2023-10-10 08:30:00,2023-10-10 09:00:00,3204,RAD8,01,-1,False,[-1],STP-MTS-3204_23101023100301RAD8.xml,,[]
2023-10-10 14:34:00,2023-10-10 16:54:00,3204,RAD9,01,-1,False,[-1],STP-MTS-3204_23101023100301RAD9.xml,,[]
2023-10-10 21:53:00,2023-10-10 22:23:00,3204,RAD10,01,-1,False,[-1],STP-MTS-3204_23101023100301RAD10.xml,,[]
2023-10-11 01:27:00,2023-10-11 04:56:00,3204,RAD11,01,-1,False,[-1],STP-MTS-3204_23101123100301RAD11.xml,,[]
2023-10-11 08:36:00,2023-10-11 09:06:00,3204,RAD12,01,-1,False,[-1],STP-MTS-3204_23101123100301RAD12.xml,,[]
2023-10-11 14:40:00,2023-10-11 16:59:00,3204,RAD13,01,-1,False,[-1],STP-MTS-3204_23101123100301RAD13.xml,,[]
2023-10-11 21:59:00,2023-10-11 22:29:00,3204,RAD14,01,-1,False,[-1],STP-MTS-3204_23101123100301RAD14.xml,,[]
2023-10-12 01:33:00,2023-10-12 05:03:00,3204,RAD15,01,-1,False,[-1],STP-MTS-3204_23101223100301RAD15.xml,,[]
2023-10-12 08:42:00,2023-10-12 09:12:00,3204,RAD16,01,-1,False,[-1],STP-MTS-3204_23101223100301RAD16.xml,,[]
2023-10-12 14:45:00,2023-10-12 15:15:00,3204,RAD17,01,-1,False,[-1],STP-MTS-3204_23101223100301RAD17.xml,,[]
2023-10-12 22:05:00,2023-10-12 22:35:00,3204,RAD18,01,-1,False,[-1],STP-MTS-3204_23101223100301RAD18.xml,,[]
2023-10-13 01:39:00,2023-10-13 05:08:00,3204,RAD19,01,-1,False,[-1],STP-MTS-3204_23101323100301RAD19.xml,,[]
2023-10-13 08:48:00,2023-10-13 09:18:00,3204,RAD20,01,-1,False,[-1],STP-MTS-3204_23101323100301RAD20.xml,,[]
2023-10-13 14:51:00,2023-10-13 17:11:00,3204,RAD21,01,-1,False,[-1],STP-MTS-3204_23101323100301RAD21.xml,,[]
2023-10-13 22:10:00,2023-10-13 22:40:00,3204,RAD22,01,-1,False,[-1],STP-MTS-3204_23101323100301RAD22.xml,,[]
2023-10-14 01:45:00,2023-10-14 05:14:00,3204,RAD23,01,-1,False,[-1],STP-MTS-3204_23101423100301RAD23.xml,,[]
2023-10-14 08:53:00,2023-10-14 09:23:00,3204,RAD24,01,-1,False,[-1],STP-MTS-3204_23101423100301RAD24.xml,,[]
2023-10-14 14:57:00,2023-10-14 17:17:00,3204,RAD25,01,-1,False,[-1],STP-MTS-3204_23101423100301RAD25.xml,,[]
