date,texpms,ccdsel
2024-01-15 05:18:00,"[15000, 15000]","[1, 2, 4, 8, 16, 32]"
2024-01-15 09:27:00,"[3000, 3000]","[1, 2, 4, 8, 16, 32]"
2024-01-15 17:21:00,"[15000, 15000]","[1, 2, 4, 8, 16, 32]"
2024-01-15 21:13:00,"[3000, 3000]","[1, 2, 4, 8, 16, 32]"
2024-01-18 00:58:00,"[15000, 15000]","[1, 2, 4, 8, 16, 32]"
2024-01-18 09:42:00,"[3000, 3000]","[1, 2, 4, 8, 16, 32]"
2024-01-18 14:10:00,"[15000, 15000]","[1, 2, 4, 8, 16, 32]"
2024-01-18 21:28:00,"[3000, 3000]","[1, 2, 4, 8, 16, 32]"
2024-01-21 01:13:00,"[15000, 15000]","[1, 2, 4, 8, 16, 32]"
2024-01-21 04:12:00,"[15000, 15000]","[1, 2, 4, 8, 16, 32]"
2024-01-21 14:25:00,"[15000, 15000]","[1, 2, 4, 8, 16, 32]"
2024-01-21 16:14:00,"[15000, 15000]","[1, 2, 4, 8, 16, 32]"
2024-01-21 21:43:00,"[3000, 3000]","[1, 2, 4, 8, 16, 32]"
2024-01-24 01:28:00,"[15000, 15000]","[1, 2, 4, 8, 16, 32]"
2024-01-24 04:27:00,"[15000, 15000]","[1, 2, 4, 8, 16, 32]"
2024-01-24 08:36:00,"[3000, 3000]","[1, 2, 4, 8, 16, 32]"
2024-01-24 14:39:00,"[15000, 15000]","[1, 2, 4, 8, 16, 32]"
2024-01-24 16:30:00,"[15000, 15000]","[1, 2, 4, 8, 16, 32]"
2024-01-24 21:59:00,"[3000, 3000]","[1, 2, 4, 8, 16, 32]"
2024-01-27 01:43:00,"[15000, 15000]","[1, 2, 4, 8, 16, 32]"
2024-01-27 04:42:00,"[15000, 15000]","[1, 2, 4, 8, 16, 32]"
2024-01-27 08:51:00,"[3000, 3000]","[1, 2, 4, 8, 16, 32]"
2024-01-27 14:55:00,"[15000, 15000]","[1, 2, 4, 8, 16, 32]"
2024-01-27 16:44:00,"[15000, 15000]","[1, 2, 4, 8, 16, 32]"
2024-01-27 22:14:00,"[3000, 3000]","[1, 2, 4, 8, 16, 32]"
