start_date,end_date,id,name,version,standard_altitude,yaw_correction,pointing_altitudes,xml_file,description_short,description_long
2023-05-11 00:00:00,2023-05-11 11:05:56,1109,CROPFN,01,87500,True,[],STP-MTS-1109_23051123050801TCROPFN.xml,,[]
2023-05-11 11:10:00,2023-05-11 11:39:56,3045,MOON,03,50000,False,[50000],STP-MTS-3045_23051123050803TMOON.xml,,['moon']
2023-05-11 11:40:00,2023-05-11 14:15:56,1109,CROPFN1,01,87500,True,[],STP-MTS-1109_23051123050801TCROPFN1.xml,,[]
2023-05-11 14:23:00,2023-05-11 14:52:56,3045,MOON1,03,50000,False,[50000],STP-MTS-3045_23051123050803TMOON1.xml,,['moon']
2023-05-11 14:53:00,2023-05-11 15:52:56,1109,CROPFN2,01,87500,True,[],STP-MTS-1109_23051123050801TCROPFN2.xml,,[]
2023-05-11 16:00:00,2023-05-11 16:29:56,3045,MOON2,03,50000,False,[50000],STP-MTS-3045_23051123050803TMOON2.xml,,['moon']
2023-05-11 16:30:00,2023-05-11 23:59:56,1109,CROPFN3,01,87500,True,[],STP-MTS-1109_23051123050801TCROPFN3.xml,,[]
2023-05-12 00:00:00,2023-05-12 23:59:56,1109,CROPFN,01,87500,True,[],STP-MTS-1109_23051223050701TCROPFN.xml,,[]
2023-05-13 00:00:00,2023-05-13 23:59:56,1109,CROPFN,01,87500,True,[],STP-MTS-1109_23051323050701TCROPFN.xml,,[]
2023-05-14 00:00:00,2023-05-14 23:59:56,1109,CROPFN,01,87500,True,[],STP-MTS-1109_23051423050701TCROPFN.xml,,[]
2023-05-15 00:00:00,2023-05-15 23:59:56,1109,CROPFN,01,87500,True,[],STP-MTS-1109_23051523050701TCROPFN.xml,,[]
2023-05-16 00:00:00,2023-05-16 23:59:56,1109,CROPFN,01,87500,True,[],STP-MTS-1109_23051623050701TCROPFN.xml,,[]
2023-05-17 00:00:00,2023-05-17 23:59:56,1109,CROPFN,01,87500,True,[],STP-MTS-1109_23051723050701TCROPFN.xml,,[]
